text,label
feel like welcomed tight knit family make sure feel alone ever,joy
im feeling jaded,sadness
serious argument dear person,anger
im feeling doubtful writing dreams know shes behind,fear
said well feeling greedy time,anger
im trying give good old space feeling rest assured change point,joy
feel uptight love show one thing right,fear
feel spiteful toward,anger
im home feel cold seeped arms legs,anger
feel like running circles terrified,fear
feel bit like naughty child sure post today,love
would give ample reasons feel ashamed,sadness
worked computer tech ability hyper focus one issue real asset however living day day get bogged feel frustrated making progress focused one problem,anger
feel reminder im taking care something precious need treat better,joy
find feeling passionate,love
think nobody reach feel suspicious,fear
feel better cuz listen song img src http ifyouwanttoknow,joy
mess completely stressed feeling terrified wrong thing mis stepping way dishonoring upsetting medicine family participants quest,fear
feel fine feel consistent delivery throwing strikes liriano said,joy
spent day laughing much feel jaw aching exercises stretches made,sadness
feel perpetrator punished full extent law,sadness
feel though blank canvas pick theme want,sadness
done music movie production last four years feel time fashion im passionate,joy
feel discouraged peter varvel isnt good enough put persona someone inspires whether theyre real imagined,sadness
feel invigorated,joy
reminded heartache im feeling gentle nudge,love
feel many many partners work really talented,joy
feel low thinking motherland gives fresh boost energy,sadness
went bed one night stomach knots woke next day feeling fantastic,joy
im feeling wimpy know one year old sent old country year parents work,fear
even feel surprised dark outside,surprise
feeling little lonely,sadness
feel bit naughty making public remembered made feel like shit confidence stripped,love
insane liking someone else made feel less valuable b c wasnt working also wasnt housewife,joy
think makes marathon feel worthwhile,joy
id feeling shaky id spent week contemplating id pissed away lifes work,fear
feel even strongly valuable tool classroom,joy
started going adventure feeling totally ludicrous wondering wasnt waste time thats saw screenshot,surprise
feel bit timid using blog know classmates even complete strangers able read,fear
write search praise recognition amazing feeling read admired,joy
close eyes recite following mantra every day whenever feeling unsure frustrated shiftless progress towards top body,fear
feel like im punished even said sorry,sadness
stop consider meal come time feeling virtuous every time sit eat,joy
let feel way gorgeous partner loves intensity takes breath away beautiful comfortable home food table drink plenty even dog adores,joy
smiled feeling grandmothers presence sweet british accent,love
progressively getting done feeling pretty confident get done hit close wire,joy
im around husband home alone thinking feel hopeless,sadness
enjoy hearing faith stories believers sometimes stories leave feeling inadequate guilty,sadness
really hard worker feel quite loyal places work,love
thinks chiefs ccw yanked state feel threatened,fear
im inclined think feeling disturbed least partly due manifest problems tactic,sadness
hate feeling like im always getting mad reason feeling lonely,anger
feel rotten nothing change,sadness
feel little awkward im going share poem,sadness
already said one many feeling threatened attacked government media today look outside small life,fear
feeling extremely pleased decide give guy another rupees,joy
feel advice useful people already believe,joy
